steps,time,reward,delta,converged
1,0.011175000000008595,0.6666666666666666,0.3333333333333333,False
2,0.013119000000017422,1.2059259259259258,0.17777777777777776,False
3,0.010090999999988526,1.6403884773662551,0.0916543209876543,False
4,0.015100999999987152,1.9569154458161866,0.0522534979423868,False
5,0.010015000000009877,2.190494233570086,0.032760508459076354,False
6,0.009977000000020553,2.3634956202460016,0.02107566906670731,False
7,0.010109999999997399,2.49138488321797,0.013760881450889939,False
8,0.009849000000002661,2.5858269283149062,0.009075418147313136,False
9,0.00999899999999343,2.6556364475709957,0.006298558864056163,False
10,0.009910999999988235,2.707335518096137,0.004177202619009723,False
11,0.009848000000005186,2.745641478056146,0.002907435007501215,False
12,0.009811000000013337,2.773985464341814,0.002012041778562061,False
13,0.010004000000009228,2.7949065770728536,0.0013539472431053322,False
14,0.009875999999991336,2.810303588564391,0.0009664821583511805,False
15,0.009813000000008287,2.8216001248052653,0.0006703346534782002,False
16,0.009771999999998116,2.829862634697923,0.000464275927866532,False
17,0.009816000000000713,2.8358882049016616,0.0003300340003153466,False
18,0.009862999999995736,2.8402707324636616,0.0002296288560077065,False
19,0.009766000000013264,2.8434509806058053,0.0001618819815847822,False
20,0.012360999999998512,2.8457545452161233,0.00011491539178768578,False
21,0.009991000000013628,2.847420773818521,8.020012452900592e-05,False
22,0.009855000000015934,2.848624800441141,5.719921280711261e-05,False
23,0.009821999999985565,2.8494942791956226,4.059491202553379e-05,False
24,0.009876000000019758,2.8501219378462874,2.8408806316779136e-05,False
25,0.010427999999990334,2.8505749656964467,2.042442873420331e-05,False
26,0.010143999999996822,2.850901953637252,1.4499508554877963e-05,False
27,0.010595000000023447,2.8511379962069063,1.0230833673311444e-05,False
28,0.00986000000000331,2.8513084186468336,7.354703340858859e-06,True
